tweet,class,id,preprocessed_tweet
"@AngelKansasii @VivesBiel @C_Arango77 En esta ocasión el voto independentista tiene mucho voto oculto fruto de la violencia y de las amenazas de GC, las imputaciones masivas, ya son más de 1000 personas. Me han hecho dos encuestas no he contestado ninguna, cuando te llaman no sabes si se trata de GC.",0,id=938513802311630848,en esta ocasion el voto independentista tiene mucho voto oculto fruto de la violencia de las amenazas de gc las imputaciones masivas ya son mas de personas me han hecho dos encuestas no he contestado ninguna cuando te llaman no sabes si se trata de gc
"@19toni83 como borras los tweets, ¿no? @FS_Talavera este individuo no os representa. ¡Talavera y su afición son de segunda! https://t.co/FfqzhqvKMv",0,id=938513438086660097,como borras los tweets no este individuo no os representa talavera su aficion son de segunda
@QuicoSalles Són unos hijos de puta fascista!,1,id=938513302799384577,son unos hijos de puta fascista
#FirstDates501un vasquito pero creo que bujarron,1,id=938513117553807363,firstdatesun vasquito pero creo que bujarron
@AineAvalon @hermanntertsch Porque los españoles somos fachas ladrones incultos y zarapastrosos ...😂...no se puede ser perfecto 😂,0,id=938512965795549184,porque los espanoles somos fachas ladrones incultos zarapastrosos no se puede ser perfecto
@Arran_jovent @Pablo_Iglesias_ Decís que sois pacifistas pero sois simplemente supremacistas xenófobos mentirosos q… https://t.co/mAfTlIcPI1,1,id=938512695988576256,decis que sois pacifistas pero sois simplemente supremacistas xenofobos mentirosos
"Yo me puedo reír, y hacer mucho el subnormal, pero ya bastante son jodidas estas fechas, que lo estoy pasando de pu… https://t.co/lYqUJ8TxAn",0,id=938512667744067587,yo me puedo reir hacer mucho el subnormal pero ya bastante son jodidas estas fechas que lo estoy pasando de pu
"Otra con comentarios homofobos, que asco https://t.co/gHpFijfrUD",0,id=938512507454607360,otra con comentarios homofobos que asco
"Oye @Pablo_Iglesias_,  ¿éstos fascistas también han despertado por culpa de los soberanistas o estaban operativos a… https://t.co/QOJWdsp7LW",0,id=938512369285844999,oye estos fascistas tambien han despertado por culpa de los soberanistas estaban operativos
he ido a un restaurante indio a cenar y joder que bueno,0,id=938511921548013568,he ido un restaurante indio cenar joder que bueno
@Abrahamslxugh :( y yo hago todo por ti mamona,0,id=938511553510461445,yo hago todo por ti mamona
Solidaridad ante pintadas fascistas https://t.co/TgAt5v8qCM vía @diariomallorca,0,id=938511210097635328,solidaridad ante pintadas fascistas via
@kalakahua Sonrisa la que te iba a dar yo. Fascista.,1,id=938511187452616707,sonrisa la que te iba dar yo fascista
"@Mariagtriana @okdiario Qué ""majos"", estos FASCISTAS de las CUP...",1,id=938510806127390720,que majos estos fascistas de las cup
"@FrancoTerr @leezarraga @ramoncotarelo Ladra, como perro fascista que es",1,id=938510659372937222,ladra como perro fascista que es
"@Belcruz05 @CarlosGHRV ¿Qué quiere decir con ""panchito""?",0,id=938510493370736640,que quiere decir con panchito
Es como ver quien la tiene más larga con los comentarios homófobos. No sé si sois consientes de lo que estáis perdiendo la cabeza. #OTDirecto6D,0,id=938510317797216256,es como ver quien la tiene mas larga con los comentarios homofobos no se si sois consientes de lo que estais perdiendo la cabeza otdirectod
"No hacéis muñecas de nieve malditos machistas opresores, ya os vale no hacer muñecas de nieve, sois unos fachas de la ostia. https://t.co/mj7OoPlPyq",1,id=938510285995995137,no haceis munecas de nieve malditos machistas opresores ya os vale no hacer munecas de nieve sois unos fachas de la ostia
@LlunaCatalana @CiutadansCs Mira @Pablo_Iglesias_ los fascistas y nazis no estan dormidos si estuvieras mas despierto los verias en el mismísimo congreso espanyol,0,id=938510263405379584,mira los fascistas nazis no estan dormidos si estuvieras mas despierto los verias en el mismisimo congreso espanyol
Nunca He Sido Mas Bollera https://t.co/T9ha2CN7Wc,0,id=938510129074442241,nunca he sido mas bollera
¿Es el que decían es un tarado obsesionado con su novia?,0,id=938509920697311232,es el que decian es un tarado obsesionado con su novia
"@ToteKingOficial @La_Insurgencia La democracia española y la interpretación libre de sus leyes en manos de fascistas. 6D, nada que celebrar.",1,id=938509668200140800,la democracia espanola la interpretacion libre de sus leyes en manos de fascistas nada que celebrar
"@FINESTSP Tiene que estar siempre poniendo adjetivos a todo el subnormal para hacerse notar, que pesao es de verdad te lo digo...",0,id=938509308177895424,tiene que estar siempre poniendo adjetivos todo el subnormal para hacerse notar que pesao es de verdad te lo digo
"Los que os ponéis calzoncillos rojos para la Nochevieja, ¿os da resultado o es por hacer el gilipollas? Es para un amigo",0,id=938509247192674311,los que os poneis calzoncillos rojos para la nochevieja os da resultado es por hacer el gilipollas es para un amigo
"@Berlustinho Debería decirle que aquí el único subnormal es usted, pero estoy convencida que en su casa ya saben con quien tratan...",1,id=938509134248513538,deberia decirle que aqui el unico subnormal es usted pero estoy convencida que en su casa ya saben con quien tratan
poca piel de toro me parece a mí para tanto facha,0,id=938509022927507456,poca piel de toro me parece mi para tanto facha
La derechona sale a dar una vuelta por Barcelona. https://t.co/dEgPEPC7S7 vía @El_Plural,1,id=938508899585527810,la derechona sale dar una vuelta por barcelona via
"Un integrante de RAM disfrazado de aleman, le pide al gobiernos precisiones sobre la organizacion terrorista que integra... https://t.co/I9atNMobYa",0,id=938508558244737024,un integrante de ram disfrazado de aleman le pide al gobiernos precisiones sobre la organizacion terrorista que integra
No haber votado a un tarado que salía en todos los vídeos elogiando a ETA. https://t.co/yBE0UzOIkP,1,id=938508304438972416,no haber votado un tarado que salia en todos los videos elogiando eta
"estoy atontá, gilipollas y subnormal",0,id=938508255306964992,estoy atonta gilipollas subnormal
"@Noaglez Joder, que tóxico es el puñetero Raoul. Pero ya lo han conseguido, para mucha gente Cepeda ya es homófobo...",0,id=938508232913575936,joder que toxico es el punetero raoul pero ya lo han conseguido para mucha gente cepeda ya es homofobo
@CesarNu14081970 Se quien eres mamon xD nah lo estoy viendo ya tranqui,0,id=938508189670281216,se quien eres mamon xd nah lo estoy viendo ya tranqui
"Cuando escribes algo bonito porque te arrepientes de algo pero luego dices paso, que eres subnormal :)",0,id=938507848111321088,cuando escribes algo bonito porque te arrepientes de algo pero luego dices paso que eres subnormal
"@elultimopeter Maricon tenemos el mismo calefactor, me meo.",0,id=938507515473661952,maricon tenemos el mismo calefactor me meo
"Mayoría independentista, el PdCat igualaría a ERC.   https://t.co/JOq9pBSkGV",0,id=938507061780008962,mayoria independentista el pdcat igualaria erc
@GloriosoRBB @eldesmarque_sfc No ustedes  con  el Carranza  jajajajajajajajaj idiota subnormal,1,id=938507050014990336,no ustedes con el carranza jajajajajajajajaj idiota subnormal
"Que pena el Bernabéu, más negro que blanco. Basta ya de piperos, al menos en Europa joder. Vaya imagen.",0,id=938506983916830721,que pena el bernabeu mas negro que blanco basta ya de piperos al menos en europa joder vaya imagen
ayer me di una hostia y ahora no puedo bailar por la casa haciendo el retrasado porque me duele el culo. #drama’shouse https://t.co/Ztbinoad09,0,id=938506817369444352,ayer me di una hostia ahora no puedo bailar por la casa haciendo el retrasado porque me duele el culo dramashouse
📹 WTF!! Hacia tiempo que no veía aún subnormal tan integral https://t.co/EHnpOXC8z2,0,id=938506739925880834,wtf hacia tiempo que no veia aun subnormal tan integral
Acabo de ver ¿Quién es Paty Bastida? Conoce a la charnega separatista que quiere mandar a Arrimadas de vuelta a Andalucía - Haga clic ver también ☛  https://t.co/U4LOU6ukU9,1,id=938506733483413506,acabo de ver quien es paty bastida conoce la charnega separatista que quiere mandar arrimadas de vuelta andalucia haga clic ver tambien
"Adelson, la ultraderecha cristiana y el freno a Irán: los tres motores de la decision sobre Trump sobre Jerusalén, por @noainny https://t.co/EsUCZDxKCo vía @Elperiodico",0,id=938506456575496193,adelson la ultraderecha cristiana el freno iran los tres motores de la decision sobre trump sobre jerusalen por via
Que vergüenza da la puta afición,0,id=938506430654664705,que verguenza da la puta aficion
MARICA YO YA SE QUE ME VOY A MORIR CON NEVER BE THE SAME Y REAL FRIENDS PERO RESUCITARÉ PARA PODER MORIR FINALMENTE CUANDO ESCUCHE EL ÁLBUM COMPLETO.,0,id=938506284860657668,marica yo ya se que me voy morir con never be the same real friends pero resucitare para poder morir finalmente cuando escuche el album completo
"y me dice que si tengo huevos, que si soy un ""travelo"" y que qué asco, y mi amiga y yo nos hemos ido por el lado contrario y hemos pasado de ellos, mientras tanto ellos seguían diciendonos que qué asco dábamos y me han insultado por estar gorda",0,id=938506134457069568,me dice que si tengo huevos que si soy un travelo que que asco mi amiga yo nos hemos ido por el lado contrario hemos pasado de ellos mientras tanto ellos seguian diciendonos que que asco dabamos me han insultado por estar gorda
Hay mas gente en Bruselas que en todas las manifestaciones fascistas en Barcelona JAJAJAJAJAJA #SomRepublica 🎗,0,id=938506134385758209,hay mas gente en bruselas que en todas las manifestaciones fascistas en barcelona jajajajajaja somrepublica
@NilGarcia10 lo pillas? jajaja soy subnormal,0,id=938505585452085248,lo pillas jajaja soy subnormal
"@Albert_Rivera @junqueras Eres un MISERABLE, FACHA DE MIERDA",1,id=938505478488969218,eres un miserable facha de mierda
Mi prima d 10 años sabe q soy bollera sos lo sabe todo la cotilla,0,id=938505066708918278,mi prima anos sabe soy bollera sos lo sabe todo la cotilla
"#venacenar58 Una lástima tener que leer tweets nazis y fascistas, faltando al respeto e insultando a Mamadou y a Olatz. Largaos nazis.",1,id=938505015207038980,venacenar una lastima tener que leer tweets nazis fascistas faltando al respeto insultando mamadou olatz largaos nazis
"Tú no puedes soñar porque eres una amargada y una rancia. Por eso no puedes sonar, siesa, más que siesa #VenACenar58",1,id=938504955249528833,tu no puedes sonar porque eres una amargada una rancia por eso no puedes sonar siesa mas que siesa venacenar
"Donald Trump, es Donald Trump.... Homofobo, machista, xenofobo, inculto, intolerante, sieso, chulo con flequillo, poderoso, amante de las armas, rico y ganador de unas elecciones. Q esperabais, chuches pá todos?.",1,id=938504712176971776,donald trump es donald trump homofobo machista xenofobo inculto intolerante sieso chulo con flequillo poderoso amante de las armas rico ganador de unas elecciones esperabais chuches pa todos
'Lejos de ser decente' Ya me jodería ser tan subnormal xd https://t.co/CpBeUAGfWQ,1,id=938504710503493633,lejos de ser decente ya me joderia ser tan subnormal xd
"Acusan a TV3 de dar ""las campanadas del odio"" a un independentista. Por @mvillanuevagal vía @En_Blau_es https://t.co/YDKi9LbrYe",0,id=938504580756893696,acusan tv de dar las campanadas del odio un independentista por via
"Menos mal y no he comprado congelados porque entre el tour por los suburbios y los monguers que paran el autobús para preguntarle al chófer por otro autobús, me va a llegar la coca cola caducada a casa. #EstoEsBadajoz",0,id=938504280406978566,menos mal no he comprado congelados porque entre el tour por los suburbios los monguers que paran el autobus para preguntarle al chofer por otro autobus me va llegar la coca cola caducada casa estoesbadajoz
El Napoli se independiza de la Champions (lo pillas porque Guardiola es independentista y se está dejando ganar por el Shakhtar),0,id=938504117093355521,el napoli se independiza de la champions lo pillas porque guardiola es independentista se esta dejando ganar por el shakhtar
"Cuando me teñí el pelo de rojo, esa misma tarde tuve que ir a la morea a hacer unos recados sola y me moría de la vergüenza",0,id=938504086856650753,cuando me teni el pelo de rojo esa misma tarde tuve que ir la morea hacer unos recados sola me moria de la verguenza
VÍDEOS Marea independentista a la Grand Place de Brussel·les (@OmplimBrux) https://t.co/yeX2u03pb3,0,id=938503510454362113,videos marea independentista la grand place de brussel les
Paren las rotativas que las chicas de los fachas se están dando cuenta de que los fachas maltratan… https://t.co/BuugOrV6y2,1,id=938503394574118912,paren las rotativas que las chicas de los fachas se estan dando cuenta de que los fachas maltratan
@pitespanol @MakokiLlor @arturelpayaso2 Toda EUROPA es Fascista según los SeParasitos estos...,0,id=938503360893935616,toda europa es fascista segun los separasitos estos
"Maldita hemeroteca: 31-10-17 Catalán “en el ""hipotético"" caso de que el expresidente no compareciera ante la Justic… https://t.co/BX9H2rK1hH",0,id=938503059768004608,maldita hemeroteca catalan en el hipotetico caso de que el expresidente no compareciera ante la justic
